tiempo_id,lugar_id,arma_id,tipo_id,victimas,costo
13_16/12/20,13832,1,4,1,37034
13_23/12/20,13832,1,4,1,37034
13_30/12/20,13832,1,4,1,37034
13_02/12/20,41658,1,4,2,91599
13_09/12/20,41658,1,4,2,91599
13_16/12/20,41658,1,4,2,91599
13_23/12/20,41658,1,4,2,91599
13_30/12/20,41658,1,4,2,91599
13_02/12/20,41695,1,4,5,36520
13_09/12/20,41695,1,4,5,36520
13_16/12/20,41695,1,4,5,36520
13_23/12/20,41695,1,4,5,36520
13_30/12/20,41695,1,4,5,36520
13_02/12/20,41721,1,4,4,2631
13_09/12/20,41721,1,4,4,2631
13_16/12/20,41721,1,4,4,2631
13_23/12/20,41721,1,4,4,2631
13_30/12/20,41721,1,4,4,2631
13_02/12/20,41781,1,4,3,66612
13_09/12/20,41781,1,4,3,66612
13_16/12/20,41781,1,4,3,66612
13_23/12/20,41781,1,4,3,66612
13_30/12/20,41781,1,4,3,66612
13_02/12/20,42548,1,4,0,92297
13_09/12/20,42548,1,4,0,92297
13_16/12/20,42548,1,4,0,92297
13_23/12/20,42548,1,4,0,92297
13_30/12/20,42548,1,4,0,92297
13_02/12/20,42570,1,4,2,50206
13_09/12/20,42570,1,4,2,50206
13_16/12/20,42570,1,4,2,50206
13_23/12/20,42570,1,4,2,50206
13_30/12/20,42570,1,4,2,50206
13_02/12/20,43465,1,4,2,38114
13_09/12/20,43465,1,4,2,38114
13_16/12/20,43465,1,4,2,38114
13_23/12/20,43465,1,4,2,38114
13_30/12/20,43465,1,4,2,38114
13_02/12/20,44250,1,4,2,73173
13_09/12/20,44250,1,4,2,73173
13_16/12/20,44250,1,4,2,73173
13_23/12/20,44250,1,4,2,73173
13_30/12/20,44250,1,4,2,73173
21_01/01/20,2917,1,4,4,76492
21_08/01/20,2917,1,4,4,76492
21_15/01/20,2917,1,4,4,76492
21_22/01/20,2917,1,4,4,76492
21_29/01/20,2917,1,4,4,76492
21_01/01/20,3368,1,4,0,85991
21_08/01/20,3368,1,4,0,85991
21_15/01/20,3368,1,4,0,85991
21_22/01/20,3368,1,4,0,85991
21_29/01/20,3368,1,4,0,85991
21_01/01/20,3990,1,4,2,14815
21_08/01/20,3990,1,4,2,14815
21_15/01/20,3990,1,4,2,14815
21_22/01/20,3990,1,4,2,14815
21_29/01/20,3990,1,4,2,14815
17_02/01/20,280,1,4,5,7909
17_09/01/20,280,1,4,5,7909
17_16/01/20,280,1,4,5,7909
17_23/01/20,280,1,4,5,7909
17_30/01/20,280,1,4,5,7909
17_02/01/20,280,1,4,2,54214
17_09/01/20,280,1,4,2,54214
17_16/01/20,280,1,4,2,54214
17_23/01/20,280,1,4,2,54214
17_30/01/20,280,1,4,2,54214
17_02/01/20,299,1,4,4,98853
17_09/01/20,299,1,4,4,98853
17_16/01/20,299,1,4,4,98853
17_23/01/20,299,1,4,4,98853
17_30/01/20,299,1,4,4,98853
17_02/01/20,394,1,4,0,67161
17_09/01/20,394,1,4,0,67161
17_16/01/20,394,1,4,0,67161
17_23/01/20,394,1,4,0,67161
17_30/01/20,394,1,4,0,67161
17_02/01/20,538,1,4,1,48795
17_09/01/20,538,1,4,1,48795
17_16/01/20,538,1,4,1,48795
17_23/01/20,538,1,4,1,48795
17_30/01/20,538,1,4,1,48795
17_02/01/20,2034,1,4,0,32752
17_09/01/20,2034,1,4,0,32752
17_16/01/20,2034,1,4,0,32752
17_23/01/20,2034,1,4,0,32752
17_30/01/20,2034,1,4,0,32752
17_02/01/20,3024,1,4,2,6621
17_09/01/20,3024,1,4,2,6621
17_16/01/20,3024,1,4,2,6621
17_23/01/20,3024,1,4,2,6621
17_30/01/20,3024,1,4,2,6621
17_02/01/20,3317,1,4,0,78306
17_09/01/20,3317,1,4,0,78306
17_16/01/20,3317,1,4,0,78306
17_23/01/20,3317,1,4,0,78306
17_30/01/20,3317,1,4,0,78306
17_02/01/20,4525,1,4,1,77815
17_09/01/20,4525,1,4,1,77815
17_16/01/20,4525,1,4,1,77815
17_23/01/20,4525,1,4,1,77815
17_30/01/20,4525,1,4,1,77815
17_02/01/20,6243,1,4,2,69264
17_09/01/20,6243,1,4,2,69264
17_16/01/20,6243,1,4,2,69264
17_23/01/20,6243,1,4,2,69264
17_30/01/20,6243,1,4,2,69264
19_04/05/20,14156,1,4,5,24186
19_11/05/20,14156,1,4,5,24186
19_18/05/20,14156,1,4,5,24186
19_25/05/20,14156,1,4,5,24186
19_04/05/20,20745,1,4,1,59263
19_11/05/20,20745,1,4,1,59263
19_18/05/20,20745,1,4,1,59263
19_25/05/20,20745,1,4,1,59263
10_06/02/20,538,1,4,0,65789
10_13/02/20,538,1,4,0,65789
10_20/02/20,538,1,4,0,65789
10_27/02/20,538,1,4,0,65789
8_06/02/20,1743,1,4,1,91102
8_13/02/20,1743,1,4,1,91102
8_20/02/20,1743,1,4,1,91102
8_27/02/20,1743,1,4,1,91102
8_06/02/20,10609,1,4,4,76366
8_13/02/20,10609,1,4,4,76366
8_20/02/20,10609,1,4,4,76366
8_27/02/20,10609,1,4,4,76366
8_06/02/20,11424,1,4,1,63754
8_13/02/20,11424,1,4,1,63754
8_20/02/20,11424,1,4,1,63754
8_27/02/20,11424,1,4,1,63754
8_06/02/20,12992,1,4,0,62574
8_13/02/20,12992,1,4,0,62574
8_20/02/20,12992,1,4,0,62574
8_27/02/20,12992,1,4,0,62574
8_06/02/20,13040,1,4,5,30334
8_13/02/20,13040,1,4,5,30334
8_20/02/20,13040,1,4,5,30334
8_27/02/20,13040,1,4,5,30334
8_06/02/20,13203,1,4,2,70244
8_13/02/20,13203,1,4,2,70244
8_20/02/20,13203,1,4,2,70244
8_27/02/20,13203,1,4,2,70244
6_03/05/20,1038,1,4,4,28330
6_10/05/20,1038,1,4,4,28330
6_17/05/20,1038,1,4,4,28330
6_24/05/20,1038,1,4,4,28330
6_31/05/20,1038,1,4,4,28330
19_05/02/20,5236,1,4,4,30967
19_12/02/20,5236,1,4,4,30967
19_19/02/20,5236,1,4,4,30967
19_26/02/20,5236,1,4,4,30967
19_05/02/20,5504,1,4,1,95952
19_12/02/20,5504,1,4,1,95952
19_19/02/20,5504,1,4,1,95952
19_26/02/20,5504,1,4,1,95952
19_05/02/20,11192,1,4,3,20877
19_12/02/20,11192,1,4,3,20877
19_19/02/20,11192,1,4,3,20877
19_26/02/20,11192,1,4,3,20877
19_05/02/20,11255,1,4,3,88104
19_12/02/20,11255,1,4,3,88104
19_19/02/20,11255,1,4,3,88104
19_26/02/20,11255,1,4,3,88104
19_05/02/20,12747,1,4,0,70108
19_12/02/20,12747,1,4,0,70108
19_19/02/20,12747,1,4,0,70108
19_26/02/20,12747,1,4,0,70108
19_05/02/20,3641,1,4,0,99045
19_12/02/20,3641,1,4,0,99045
19_19/02/20,3641,1,4,0,99045
19_26/02/20,3641,1,4,0,99045
19_05/02/20,14305,1,4,4,59999
19_12/02/20,14305,1,4,4,59999
19_19/02/20,14305,1,4,4,59999
19_26/02/20,14305,1,4,4,59999
19_02/03/20,6225,1,4,2,42713
19_09/03/20,6225,1,4,2,42713
19_16/03/20,6225,1,4,2,42713
19_23/03/20,6225,1,4,2,42713
19_30/03/20,6225,1,4,2,42713
19_02/03/20,15566,1,4,0,6132
19_09/03/20,15566,1,4,0,6132
19_16/03/20,15566,1,4,0,6132
19_23/03/20,15566,1,4,0,6132
19_30/03/20,15566,1,4,0,6132
19_02/03/20,17015,1,4,2,69496
19_09/03/20,17015,1,4,2,69496
19_16/03/20,17015,1,4,2,69496
19_23/03/20,17015,1,4,2,69496
19_30/03/20,17015,1,4,2,69496
19_02/03/20,17171,1,4,2,98496
19_09/03/20,17171,1,4,2,98496
19_16/03/20,17171,1,4,2,98496
19_23/03/20,17171,1,4,2,98496
19_30/03/20,17171,1,4,2,98496
19_02/03/20,19188,1,4,5,92126
19_09/03/20,19188,1,4,5,92126
19_16/03/20,19188,1,4,5,92126
19_23/03/20,19188,1,4,5,92126
19_30/03/20,19188,1,4,5,92126
16_01/03/20,18933,1,4,0,62673
16_08/03/20,18933,1,4,0,62673
16_15/03/20,18933,1,4,0,62673
16_22/03/20,18933,1,4,0,62673
16_29/03/20,18933,1,4,0,62673
12_06/08/20,183,1,4,3,46333
12_13/08/20,183,1,4,3,46333
12_20/08/20,183,1,4,3,46333
12_27/08/20,183,1,4,3,46333
12_06/08/20,29070,1,4,4,16181
12_13/08/20,29070,1,4,4,16181
12_20/08/20,29070,1,4,4,16181
12_27/08/20,29070,1,4,4,16181
12_06/08/20,29698,1,4,0,20997
12_13/08/20,29698,1,4,0,20997
12_20/08/20,29698,1,4,0,20997
12_27/08/20,29698,1,4,0,20997
10_02/09/20,499,1,4,3,28322
10_09/09/20,499,1,4,3,28322
10_16/09/20,499,1,4,3,28322
10_23/09/20,499,1,4,3,28322
10_30/09/20,499,1,4,3,28322
10_02/09/20,538,1,4,4,57800
10_09/09/20,538,1,4,4,57800
10_16/09/20,538,1,4,4,57800
10_23/09/20,538,1,4,4,57800
10_30/09/20,538,1,4,4,57800
10_02/09/20,30917,1,4,4,97703
10_09/09/20,30917,1,4,4,97703
10_16/09/20,30917,1,4,4,97703
10_23/09/20,30917,1,4,4,97703
10_30/09/20,30917,1,4,4,97703
20_03/12/20,12610,1,4,0,46369
20_10/12/20,12610,1,4,0,46369
20_17/12/20,12610,1,4,0,46369
20_24/12/20,12610,1,4,0,46369
20_31/12/20,12610,1,4,0,46369
20_03/12/20,43638,1,4,2,69532
20_10/12/20,43638,1,4,2,69532
20_17/12/20,43638,1,4,2,69532
20_24/12/20,43638,1,4,2,69532
20_31/12/20,43638,1,4,2,69532
19_01/02/20,1076,1,4,2,59061
19_08/02/20,1076,1,4,2,59061
19_15/02/20,1076,1,4,2,59061
19_22/02/20,1076,1,4,2,59061
19_29/02/20,1076,1,4,2,59061
19_01/02/20,2495,1,4,1,70148
19_08/02/20,2495,1,4,1,70148
19_15/02/20,2495,1,4,1,70148
19_22/02/20,2495,1,4,1,70148
19_29/02/20,2495,1,4,1,70148
19_01/02/20,8613,1,4,0,62814
19_08/02/20,8613,1,4,0,62814
19_15/02/20,8613,1,4,0,62814
19_22/02/20,8613,1,4,0,62814
19_29/02/20,8613,1,4,0,62814
19_01/02/20,8618,1,4,5,93430
19_08/02/20,8618,1,4,5,93430
19_15/02/20,8618,1,4,5,93430
19_22/02/20,8618,1,4,5,93430
19_29/02/20,8618,1,4,5,93430
19_01/02/20,13444,1,4,0,42192
19_08/02/20,13444,1,4,0,42192
19_15/02/20,13444,1,4,0,42192
19_22/02/20,13444,1,4,0,42192
19_29/02/20,13444,1,4,0,42192
19_01/02/20,15055,1,4,2,32479
19_08/02/20,15055,1,4,2,32479
19_15/02/20,15055,1,4,2,32479
19_22/02/20,15055,1,4,2,32479
19_29/02/20,15055,1,4,2,32479
11_02/03/20,15442,1,4,1,93987
11_09/03/20,15442,1,4,1,93987
11_16/03/20,15442,1,4,1,93987
11_23/03/20,15442,1,4,1,93987
11_30/03/20,15442,1,4,1,93987
11_02/03/20,15473,1,4,2,24465
11_09/03/20,15473,1,4,2,24465
11_16/03/20,15473,1,4,2,24465
11_23/03/20,15473,1,4,2,24465
11_30/03/20,15473,1,4,2,24465
11_02/03/20,16178,1,4,0,31387
11_09/03/20,16178,1,4,0,31387
11_16/03/20,16178,1,4,0,31387
11_23/03/20,16178,1,4,0,31387
11_30/03/20,16178,1,4,0,31387
11_02/03/20,16940,1,4,4,9498
11_09/03/20,16940,1,4,4,9498
11_16/03/20,16940,1,4,4,9498
11_23/03/20,16940,1,4,4,9498
11_30/03/20,16940,1,4,4,9498
11_02/03/20,18354,1,4,2,1433
11_09/03/20,18354,1,4,2,1433
11_16/03/20,18354,1,4,2,1433
11_23/03/20,18354,1,4,2,1433
11_30/03/20,18354,1,4,2,1433
11_02/03/20,18363,1,4,4,58315
11_09/03/20,18363,1,4,4,58315
11_16/03/20,18363,1,4,4,58315
11_23/03/20,18363,1,4,4,58315
11_30/03/20,18363,1,4,4,58315
14_04/02/20,538,1,4,2,3076
14_11/02/20,538,1,4,2,3076
14_18/02/20,538,1,4,2,3076
14_25/02/20,538,1,4,2,3076
14_04/02/20,3328,1,4,3,33755
14_11/02/20,3328,1,4,3,33755
14_18/02/20,3328,1,4,3,33755
14_25/02/20,3328,1,4,3,33755
14_04/02/20,7517,1,4,1,45157
14_11/02/20,7517,1,4,1,45157
14_18/02/20,7517,1,4,1,45157
14_25/02/20,7517,1,4,1,45157
14_04/02/20,8571,1,4,2,84225
14_11/02/20,8571,1,4,2,84225
14_18/02/20,8571,1,4,2,84225
14_25/02/20,8571,1,4,2,84225
14_04/02/20,14038,1,4,4,50462
14_11/02/20,14038,1,4,4,50462
14_18/02/20,14038,1,4,4,50462
14_25/02/20,14038,1,4,4,50462
14_04/02/20,14087,1,4,5,10830
14_11/02/20,14087,1,4,5,10830
14_18/02/20,14087,1,4,5,10830
14_25/02/20,14087,1,4,5,10830
20_07/02/20,5062,1,4,5,1226
20_14/02/20,5062,1,4,5,1226
20_21/02/20,5062,1,4,5,1226
20_28/02/20,5062,1,4,5,1226
20_07/02/20,10060,1,4,5,14308
20_14/02/20,10060,1,4,5,14308
20_21/02/20,10060,1,4,5,14308
20_28/02/20,10060,1,4,5,14308
20_07/02/20,10072,1,4,0,45381
20_14/02/20,10072,1,4,0,45381
20_21/02/20,10072,1,4,0,45381
20_28/02/20,10072,1,4,0,45381
20_07/02/20,11660,1,4,5,11386
20_14/02/20,11660,1,4,5,11386
20_21/02/20,11660,1,4,5,11386
20_28/02/20,11660,1,4,5,11386
20_07/02/20,11689,1,4,4,10621
20_14/02/20,11689,1,4,4,10621
20_21/02/20,11689,1,4,4,10621
20_28/02/20,11689,1,4,4,10621
20_07/02/20,11770,1,4,3,47217
20_14/02/20,11770,1,4,3,47217
20_21/02/20,11770,1,4,3,47217
20_28/02/20,11770,1,4,3,47217
20_07/02/20,11917,1,4,4,53573
20_14/02/20,11917,1,4,4,53573
20_21/02/20,11917,1,4,4,53573
20_28/02/20,11917,1,4,4,53573
20_07/02/20,14769,1,4,5,93787
20_14/02/20,14769,1,4,5,93787
20_21/02/20,14769,1,4,5,93787
20_28/02/20,14769,1,4,5,93787
20_07/02/20,7989,1,4,0,22951
20_14/02/20,7989,1,4,0,22951
20_21/02/20,7989,1,4,0,22951
20_28/02/20,7989,1,4,0,22951
22_02/03/20,1407,1,4,1,35641
22_09/03/20,1407,1,4,1,35641
22_16/03/20,1407,1,4,1,35641
14_05/03/20,191,1,4,3,66165
14_12/03/20,191,1,4,3,66165
14_19/03/20,191,1,4,3,66165
14_05/03/20,467,1,4,2,31645
14_12/03/20,467,1,4,2,31645
14_19/03/20,467,1,4,2,31645
14_05/03/20,7045,1,4,1,27124
14_12/03/20,7045,1,4,1,27124
14_19/03/20,7045,1,4,1,27124
14_05/03/20,16059,1,4,3,29961
14_12/03/20,16059,1,4,3,29961
14_19/03/20,16059,1,4,3,29961
14_05/03/20,16084,1,4,5,27632
14_12/03/20,16084,1,4,5,27632
14_19/03/20,16084,1,4,5,27632
14_05/03/20,16249,1,4,4,52647
14_12/03/20,16249,1,4,4,52647
14_19/03/20,16249,1,4,4,52647
14_05/03/20,16279,1,4,2,63911
14_12/03/20,16279,1,4,2,63911
14_19/03/20,16279,1,4,2,63911
14_05/03/20,17680,1,4,5,83365
14_12/03/20,17680,1,4,5,83365
14_19/03/20,17680,1,4,5,83365
14_05/03/20,18842,1,4,3,98602
14_12/03/20,18842,1,4,3,98602
14_19/03/20,18842,1,4,3,98602
9_04/08/20,538,1,4,1,61990
9_11/08/20,538,1,4,1,61990
9_18/08/20,538,1,4,1,61990
9_25/08/20,538,1,4,1,61990
9_04/08/20,3874,1,4,3,30652
9_11/08/20,3874,1,4,3,30652
9_18/08/20,3874,1,4,3,30652
9_25/08/20,3874,1,4,3,30652
9_04/08/20,4406,1,4,2,68803
9_11/08/20,4406,1,4,2,68803
9_18/08/20,4406,1,4,2,68803
9_25/08/20,4406,1,4,2,68803
9_04/08/20,11485,1,4,2,3813
9_11/08/20,11485,1,4,2,3813
9_18/08/20,11485,1,4,2,3813
9_25/08/20,11485,1,4,2,3813
9_04/08/20,28837,1,4,1,89232
9_11/08/20,28837,1,4,1,89232
9_18/08/20,28837,1,4,1,89232
9_25/08/20,28837,1,4,1,89232
9_04/08/20,30163,1,4,1,24230
9_11/08/20,30163,1,4,1,24230
9_18/08/20,30163,1,4,1,24230
9_25/08/20,30163,1,4,1,24230
10_07/10/20,568,1,4,0,77122
10_14/10/20,568,1,4,0,77122
10_21/10/20,568,1,4,0,77122
10_28/10/20,568,1,4,0,77122
10_07/10/20,9252,1,4,1,27008
10_14/10/20,9252,1,4,1,27008
10_21/10/20,9252,1,4,1,27008
10_28/10/20,9252,1,4,1,27008
10_07/10/20,12008,1,4,3,57577
10_14/10/20,12008,1,4,3,57577
10_21/10/20,12008,1,4,3,57577
10_28/10/20,12008,1,4,3,57577
10_07/10/20,20771,1,4,0,47744
10_14/10/20,20771,1,4,0,47744
10_21/10/20,20771,1,4,0,47744
10_28/10/20,20771,1,4,0,47744
10_07/10/20,20859,1,4,5,97547
10_14/10/20,20859,1,4,5,97547
10_21/10/20,20859,1,4,5,97547
10_28/10/20,20859,1,4,5,97547
10_07/10/20,35191,1,4,3,92797
10_14/10/20,35191,1,4,3,92797
10_21/10/20,35191,1,4,3,92797
10_28/10/20,35191,1,4,3,92797
10_07/10/20,36718,1,4,5,86065
10_14/10/20,36718,1,4,5,86065
10_21/10/20,36718,1,4,5,86065
10_28/10/20,36718,1,4,5,86065
4_04/11/20,538,1,4,4,5780
4_11/11/20,538,1,4,4,5780
4_18/11/20,538,1,4,4,5780
4_25/11/20,538,1,4,4,5780
4_04/11/20,38475,1,4,3,95874
4_11/11/20,38475,1,4,3,95874
4_18/11/20,38475,1,4,3,95874
4_25/11/20,38475,1,4,3,95874
0_05/12/20,3624,1,4,3,62498
0_12/12/20,3624,1,4,3,62498
0_19/12/20,3624,1,4,3,62498
0_26/12/20,3624,1,4,3,62498
0_05/12/20,25749,1,4,1,7309
0_12/12/20,25749,1,4,1,7309
0_19/12/20,25749,1,4,1,7309
0_26/12/20,25749,1,4,1,7309
0_05/12/20,27353,1,4,3,41884
0_12/12/20,27353,1,4,3,41884
0_19/12/20,27353,1,4,3,41884
0_26/12/20,27353,1,4,3,41884
0_05/12/20,30669,1,4,0,95071
0_12/12/20,30669,1,4,0,95071
0_19/12/20,30669,1,4,0,95071
0_26/12/20,30669,1,4,0,95071
0_05/12/20,31138,1,4,1,74396
0_12/12/20,31138,1,4,1,74396
0_19/12/20,31138,1,4,1,74396
0_26/12/20,31138,1,4,1,74396
7_03/07/20,15898,1,4,0,40511
7_10/07/20,15898,1,4,0,40511
7_17/07/20,15898,1,4,0,40511
7_24/07/20,15898,1,4,0,40511
7_31/07/20,15898,1,4,0,40511
14_07/03/20,192,1,4,5,30192
14_14/03/20,192,1,4,5,30192
14_21/03/20,192,1,4,5,30192
14_28/03/20,192,1,4,5,30192
14_07/03/20,576,1,4,4,94706
14_14/03/20,576,1,4,4,94706
14_21/03/20,576,1,4,4,94706
14_28/03/20,576,1,4,4,94706
14_07/03/20,3045,1,4,4,68840
14_14/03/20,3045,1,4,4,68840
14_21/03/20,3045,1,4,4,68840
14_28/03/20,3045,1,4,4,68840
14_07/03/20,12567,1,4,0,34306
14_14/03/20,12567,1,4,0,34306
14_21/03/20,12567,1,4,0,34306
14_28/03/20,12567,1,4,0,34306
14_07/03/20,13260,1,4,2,11514
14_14/03/20,13260,1,4,2,11514
14_21/03/20,13260,1,4,2,11514
14_28/03/20,13260,1,4,2,11514
14_07/03/20,16544,1,4,3,40884
14_14/03/20,16544,1,4,3,40884
14_21/03/20,16544,1,4,3,40884
14_28/03/20,16544,1,4,3,40884
14_07/03/20,16671,1,4,0,81234
14_14/03/20,16671,1,4,0,81234
14_21/03/20,16671,1,4,0,81234
14_28/03/20,16671,1,4,0,81234
14_07/03/20,16689,1,4,2,76105
14_14/03/20,16689,1,4,2,76105
14_21/03/20,16689,1,4,2,76105
14_28/03/20,16689,1,4,2,76105
14_07/03/20,18109,1,4,2,66786
14_14/03/20,18109,1,4,2,66786
14_21/03/20,18109,1,4,2,66786
14_28/03/20,18109,1,4,2,66786
16_06/12/20,974,1,4,4,42129
16_13/12/20,974,1,4,4,42129
16_20/12/20,974,1,4,4,42129
16_27/12/20,974,1,4,4,42129
16_06/12/20,20175,1,4,2,90119
16_13/12/20,20175,1,4,2,90119
16_20/12/20,20175,1,4,2,90119
16_27/12/20,20175,1,4,2,90119
16_06/12/20,27907,1,4,4,34652
16_13/12/20,27907,1,4,4,34652
16_20/12/20,27907,1,4,4,34652
16_27/12/20,27907,1,4,4,34652
16_06/12/20,43078,1,4,2,69203
16_13/12/20,43078,1,4,2,69203
16_20/12/20,43078,1,4,2,69203
16_27/12/20,43078,1,4,2,69203
15_01/11/20,538,1,4,5,81686
15_08/11/20,538,1,4,5,81686
15_15/11/20,538,1,4,5,81686
15_22/11/20,538,1,4,5,81686
15_29/11/20,538,1,4,5,81686
15_01/11/20,8522,1,4,3,19688
15_08/11/20,8522,1,4,3,19688
15_15/11/20,8522,1,4,3,19688
15_22/11/20,8522,1,4,3,19688
15_29/11/20,8522,1,4,3,19688
15_01/11/20,16182,1,4,4,58311
15_08/11/20,16182,1,4,4,58311
15_15/11/20,16182,1,4,4,58311
15_22/11/20,16182,1,4,4,58311
15_29/11/20,16182,1,4,4,58311
15_01/11/20,35522,1,4,4,33074
15_08/11/20,35522,1,4,4,33074
15_15/11/20,35522,1,4,4,33074
15_22/11/20,35522,1,4,4,33074
15_29/11/20,35522,1,4,4,33074
15_01/11/20,38935,1,4,3,58410
15_08/11/20,38935,1,4,3,58410
15_15/11/20,38935,1,4,3,58410
15_22/11/20,38935,1,4,3,58410
15_29/11/20,38935,1,4,3,58410
15_01/11/20,39786,1,4,4,25202
15_08/11/20,39786,1,4,4,25202
15_15/11/20,39786,1,4,4,25202
15_22/11/20,39786,1,4,4,25202
15_29/11/20,39786,1,4,4,25202
16_04/02/20,6055,1,4,1,41646
16_11/02/20,6055,1,4,1,41646
16_18/02/20,6055,1,4,1,41646
16_25/02/20,6055,1,4,1,41646
16_04/02/20,9191,1,4,4,37303
16_11/02/20,9191,1,4,4,37303
16_18/02/20,9191,1,4,4,37303
16_25/02/20,9191,1,4,4,37303
16_04/02/20,9315,1,4,4,68789
16_11/02/20,9315,1,4,4,68789
16_18/02/20,9315,1,4,4,68789
16_25/02/20,9315,1,4,4,68789
16_04/02/20,10971,1,4,0,22433
16_11/02/20,10971,1,4,0,22433
16_18/02/20,10971,1,4,0,22433
16_25/02/20,10971,1,4,0,22433
16_04/02/20,12562,1,4,1,72706
16_11/02/20,12562,1,4,1,72706
16_18/02/20,12562,1,4,1,72706
16_25/02/20,12562,1,4,1,72706
16_04/02/20,12588,1,4,1,98910
16_11/02/20,12588,1,4,1,98910
16_18/02/20,12588,1,4,1,98910
16_25/02/20,12588,1,4,1,98910
16_04/02/20,12597,1,4,1,10502
16_11/02/20,12597,1,4,1,10502
16_18/02/20,12597,1,4,1,10502
16_25/02/20,12597,1,4,1,10502
16_04/02/20,12623,1,4,0,31203
16_11/02/20,12623,1,4,0,31203
16_18/02/20,12623,1,4,0,31203
16_25/02/20,12623,1,4,0,31203
16_04/02/20,14165,1,4,3,49708
16_11/02/20,14165,1,4,3,49708
16_18/02/20,14165,1,4,3,49708
16_25/02/20,14165,1,4,3,49708
4_01/02/20,8349,1,4,3,60029
4_08/02/20,8349,1,4,3,60029
4_15/02/20,8349,1,4,3,60029
4_22/02/20,8349,1,4,3,60029
4_29/02/20,8349,1,4,3,60029
4_01/02/20,10250,1,4,4,90827
4_08/02/20,10250,1,4,4,90827
4_15/02/20,10250,1,4,4,90827
4_22/02/20,10250,1,4,4,90827
4_29/02/20,10250,1,4,4,90827
10_07/08/20,3202,1,4,5,75331
10_14/08/20,3202,1,4,5,75331
10_21/08/20,3202,1,4,5,75331
10_28/08/20,3202,1,4,5,75331
10_07/08/20,29820,1,4,5,27829
10_14/08/20,29820,1,4,5,27829
10_21/08/20,29820,1,4,5,27829
10_28/08/20,29820,1,4,5,27829
10_07/08/20,29882,1,4,2,69282
10_14/08/20,29882,1,4,2,69282
10_21/08/20,29882,1,4,2,69282
10_28/08/20,29882,1,4,2,69282
19_06/10/20,2759,1,4,4,38438
19_13/10/20,2759,1,4,4,38438
19_20/10/20,2759,1,4,4,38438
19_27/10/20,2759,1,4,4,38438
19_06/10/20,36657,1,4,2,6189
19_13/10/20,36657,1,4,2,6189
19_20/10/20,36657,1,4,2,6189
19_27/10/20,36657,1,4,2,6189
11_05/11/20,196,1,4,2,96998
11_12/11/20,196,1,4,2,96998
11_19/11/20,196,1,4,2,96998
11_26/11/20,196,1,4,2,96998
11_05/11/20,538,1,4,1,37004
11_12/11/20,538,1,4,1,37004
11_19/11/20,538,1,4,1,37004
11_26/11/20,538,1,4,1,37004
11_05/11/20,538,1,4,5,848
11_12/11/20,538,1,4,5,848
11_19/11/20,538,1,4,5,848
11_26/11/20,538,1,4,5,848
11_05/11/20,1761,1,4,4,44969
11_12/11/20,1761,1,4,4,44969
11_19/11/20,1761,1,4,4,44969
11_26/11/20,1761,1,4,4,44969
11_05/11/20,2723,1,4,5,23150
11_12/11/20,2723,1,4,5,23150
11_19/11/20,2723,1,4,5,23150
11_26/11/20,2723,1,4,5,23150
11_05/11/20,2763,1,4,3,21526
11_12/11/20,2763,1,4,3,21526
11_19/11/20,2763,1,4,3,21526
11_26/11/20,2763,1,4,3,21526
11_05/11/20,11160,1,4,1,55151
11_12/11/20,11160,1,4,1,55151
11_19/11/20,11160,1,4,1,55151
11_26/11/20,11160,1,4,1,55151
11_05/11/20,25291,1,4,0,54634
11_12/11/20,25291,1,4,0,54634
11_19/11/20,25291,1,4,0,54634
11_26/11/20,25291,1,4,0,54634
11_05/11/20,25729,1,4,5,87027
11_12/11/20,25729,1,4,5,87027
11_19/11/20,25729,1,4,5,87027
11_26/11/20,25729,1,4,5,87027
11_05/11/20,25729,1,4,5,28292
11_12/11/20,25729,1,4,5,28292
11_19/11/20,25729,1,4,5,28292
11_26/11/20,25729,1,4,5,28292
11_05/11/20,27167,1,4,4,95846
11_12/11/20,27167,1,4,4,95846
11_19/11/20,27167,1,4,4,95846
11_26/11/20,27167,1,4,4,95846
11_05/11/20,37651,1,4,3,48568
11_12/11/20,37651,1,4,3,48568
11_19/11/20,37651,1,4,3,48568
11_26/11/20,37651,1,4,3,48568
11_05/11/20,38581,1,4,5,43738
11_12/11/20,38581,1,4,5,43738
11_19/11/20,38581,1,4,5,43738
11_26/11/20,38581,1,4,5,43738
11_05/11/20,38616,1,4,5,22940
11_12/11/20,38616,1,4,5,22940
11_19/11/20,38616,1,4,5,22940
11_26/11/20,38616,1,4,5,22940
11_05/11/20,38619,1,4,3,43628
11_12/11/20,38619,1,4,3,43628
11_19/11/20,38619,1,4,3,43628
11_26/11/20,38619,1,4,3,43628
11_05/11/20,39398,1,4,5,43167
11_12/11/20,39398,1,4,5,43167
11_19/11/20,39398,1,4,5,43167
11_26/11/20,39398,1,4,5,43167
22_02/02/20,916,1,4,1,14742
22_09/02/20,916,1,4,1,14742
22_16/02/20,916,1,4,1,14742
22_23/02/20,916,1,4,1,14742
22_02/02/20,10410,1,4,0,43535
22_09/02/20,10410,1,4,0,43535
22_16/02/20,10410,1,4,0,43535
22_23/02/20,10410,1,4,0,43535
22_02/02/20,10458,1,4,0,39494
22_09/02/20,10458,1,4,0,39494
22_16/02/20,10458,1,4,0,39494
22_23/02/20,10458,1,4,0,39494
