barrio,comuna,latitud,longitud,id
Nueva Pompeya,4.0,-34.651796,-58.42995,42753
Palermo,14.0,-34.579289,-58.42899,42754
Nueva Pompeya,4.0,-34.647962,-58.428777,42755
Caballito,6.0,-34.625305,-58.428092,42756
Boedo,5.0,-34.627775,-58.425285,42757
Boedo,5.0,-34.621712,-58.425073,42758
Nueva Pompeya,4.0,-34.640976,-58.42478,42759
Nueva Pompeya,4.0,-34.657008,-58.42426,42760
Palermo,14.0,-34.576494,-58.423321,42761
Palermo,14.0,-34.577144,-58.422849,42762
Almagro,5.0,-34.614446,-58.421561,42763
Palermo,14.0,-34.58145,-58.421351,42764
Palermo,14.0,-34.584473,-58.419653,42765
Palermo,14.0,-34.583327,-58.418786,42766
Almagro,5.0,-34.606867,-58.418687,42767
Almagro,5.0,-34.611281,-58.418311,42768
Almagro,5.0,-34.609478,-58.415282,42769
Nueva Pompeya,4.0,-34.645752,-58.41422,42770
Palermo,14.0,-34.583659,-58.413754,42771
Nueva Pompeya,4.0,-34.650316,-58.411686,42772
Recoleta,2.0,-34.596689,-58.41019,42773
Balvanera,3.0,-34.606749,-58.409807,42774
Parque Patricios,4.0,-34.634717,-58.409352,42775
Palermo,14.0,-34.58058,-58.407756,42776
Recoleta,2.0,-34.589977,-58.405938,42777
Nueva Pompeya,4.0,-34.650031,-58.404914,42778
Parque Patricios,4.0,-34.644045,-58.403954,42779
Balvanera,3.0,-34.608688,-58.403398,42780
Recoleta,2.0,-34.590766,-58.402625,42781
Recoleta,2.0,-34.595581,-58.401324,42782
Balvanera,3.0,-34.608948,-58.400454,42783
Recoleta,2.0,-34.598225,-58.399649,42784
Recoleta,2.0,-34.584691,-58.39771,42785
San Cristóbal,3.0,-34.6243,-58.397607,42786
Recoleta,2.0,-34.581785,-58.395763,42787
Recoleta,2.0,-34.587565,-58.395054,42788
Balvanera,3.0,-34.606755,-58.395015,42789
Recoleta,2.0,-34.591761,-58.391897,42790
Monserrat,1.0,-34.611348,-58.39171,42791
Recoleta,2.0,-34.588634,-58.390262,42792
Constitución,1.0,-34.630104,-58.389136,42793
Constitución,1.0,-34.627195,-58.387071,42794
Retiro,1.0,-34.59869,-58.386878,42795
San Nicolás,1.0,-34.608624,-58.38442,42796
Monserrat,1.0,-34.61467,-58.380348,42797
Monserrat,1.0,-34.611115,-58.376191,42798
Barracas,4.0,-34.655696,-58.375829,42799
San Nicolás,1.0,-34.602052,-58.37315,42800
Boca,4.0,-34.629948,-58.37054,42801
Boca,4.0,-34.63347,-58.361878,42802
Villa Real,10.0,-34.615071,-58.529219,42803
Liniers,9.0,-34.637497,-58.527985,42804
Liniers,9.0,-34.636247,-58.5274,42805
Versalles,10.0,-34.634013,-58.526617,42806
Versalles,10.0,-34.627701,-58.524416,42807
Liniers,9.0,-34.640297,-58.523625,42808
Liniers,9.0,-34.647489,-58.522306,42809
Mataderos,9.0,-34.657258,-58.518772,42810
Liniers,9.0,-34.652339,-58.517982,42811
Villa Devoto,11.0,-34.609286,-58.517233,42812
Monte Castro,10.0,-34.625257,-58.515755,42813
Villa Devoto,11.0,-34.601201,-58.512521,42814
Mataderos,9.0,-34.658628,-58.50969,42815
Villa Luro,10.0,-34.630309,-58.509686,42816
Mataderos,9.0,-34.667601,-58.508328,42817
Liniers,9.0,-34.643371,-58.505513,42818
Villa Devoto,11.0,-34.610595,-58.504941,42819
Mataderos,9.0,-34.650013,-58.502905,42820
Saavedra,12.0,-34.565591,-58.502308,42821
Vélez Sársfield,10.0,-34.629687,-58.501584,42822
Villa Pueyrredón,12.0,-34.577016,-58.499387,42823
Villa Urquiza,12.0,-34.565479,-58.496837,42824
Villa Urquiza,12.0,-34.565591,-58.495026,42825
Villa Urquiza,12.0,-34.56986,-58.494989,42826
Parque Avellaneda,9.0,-34.645283,-58.493889,42827
Villa Santa Rita,11.0,-34.617298,-58.491159,42828
Villa Urquiza,12.0,-34.579085,-58.490207,42829
Floresta,10.0,-34.627285,-58.487526,42830
Vélez Sársfield,10.0,-34.635191,-58.484662,42831
Villa Urquiza,12.0,-34.574316,-58.484222,42832
Vélez Sársfield,10.0,-34.63804,-58.483986,42833
Saavedra,12.0,-34.543998,-58.481505,42834
Villa Santa Rita,11.0,-34.619008,-58.480734,42835
Floresta,10.0,-34.630096,-58.480252,42836
Villa Del Parque,11.0,-34.606395,-58.479976,42837
Villa Santa Rita,11.0,-34.623191,-58.479375,42838
Parque Avellaneda,9.0,-34.647645,-58.47877,42839
Parque Chas,15.0,-34.582259,-58.478461,42840
Parque Avellaneda,9.0,-34.637871,-58.477954,42841
Flores,7.0,-34.623213,-58.477217,42842
Saavedra,12.0,-34.550251,-58.477042,42843
Villa Lugano,8.0,-34.681333,-58.476891,42844
Coghlan,12.0,-34.560275,-58.475967,42845
Villa Lugano,8.0,-34.677931,-58.47586,42846
Coghlan,12.0,-34.562567,-58.47561,42847
Floresta,10.0,-34.628593,-58.47521,42848
Villa Lugano,8.0,-34.665895,-58.473239,42849
Villa Ortuzar,15.0,-34.577911,-58.470793,42850
Flores,7.0,-34.632357,-58.470687,42851
Paternal,15.0,-34.602937,-58.470434,42852
Nuñez,13.0,-34.549583,-58.469304,42853
Paternal,15.0,-34.591457,-58.468858,42854
Saavedra,12.0,-34.549183,-58.468679,42855
Villa Ortuzar,15.0,-34.573136,-58.468365,42856
Villa Gral. Mitre,11.0,-34.614782,-58.464473,42857
Nuñez,13.0,-34.547017,-58.464442,42858
Flores,7.0,-34.635778,-58.464209,42859
Nuñez,13.0,-34.554807,-58.464055,42860
Villa Lugano,8.0,-34.685268,-58.462369,42861
Villa Ortuzar,15.0,-34.581106,-58.460612,42862
Chacarita,15.0,-34.580914,-58.460383,42863
Nuñez,13.0,-34.552636,-58.459919,42864
Belgrano,13.0,-34.56816,-58.459913,42865
Belgrano,13.0,-34.562944,-58.455683,42866
Villa Crespo,15.0,-34.605133,-58.455492,42867
Belgrano,13.0,-34.563494,-58.455279,42868
Belgrano,13.0,-34.564277,-58.455202,42869
Villa Crespo,15.0,-34.597869,-58.453019,42870
Caballito,6.0,-34.606256,-58452,42871
Villa Crespo,15.0,-34.596246,-58.451447,42872
Villa Crespo,15.0,-34.606364,-58.45091,42873
Chacarita,15.0,-34.58649,-58.449046,42874
Flores,7.0,-34.641241,-58.448229,42875
Parque Chacabuco,7.0,-34.638751,-58.446924,42876
Belgrano,13.0,-34.565447,-58.446864,42877
Palermo,14.0,-34.571133,-58.441644,42878
Palermo,14.0,-34.570347,-58.440288,42879
Villa Crespo,15.0,-34.597028,-58.438041,42880
Caballito,6.0,-34.612478,-58.437975,42881
Palermo,14.0,-34.578558,-58.437752,42882
Caballito,6.0,-34.611977,-58.436527,42883
Villa Crespo,15.0,-34.599444,-58.43623,42884
Palermo,14.0,-34.576555,-58.4353,42885
Villa Crespo,15.0,-34.596001,-58.434981,42886
Palermo,14.0,-34.568439,-58.434245,42887
Villa Crespo,15.0,-34.598052,-58.433485,42888
Parque Chacabuco,7.0,-34.631033,-58.433205,42889
Belgrano,13.0,-34.544109,-58.432401,42890
Nueva Pompeya,4.0,-34.646258,-58.431483,42891
Villa Crespo,15.0,-34.59661,-58.4299,42892
Almagro,5.0,-34.608647,-58.429481,42893
Parque Chacabuco,7.0,-34.62831,-58.427957,42894
Palermo,14.0,-34.591657,-58.425659,42895
Almagro,5.0,-34.607324,-58.425546,42896
Palermo,14.0,-34.586135,-58.424182,42897
Almagro,5.0,-34.608705,-58.424157,42898
Palermo,14.0,-34.589466,-58.423476,42899
Palermo,14.0,-34.582259,-58.423143,42900
Boedo,5.0,-34.630899,-58.422373,42901
Almagro,5.0,-34.600642,-58.421569,42902
Palermo,14.0,-34.583182,-58.421522,42903
Almagro,5.0,-34.615195,-58.420109,42904
Palermo,14.0,-34.587894,-58.419052,42905
Almagro,5.0,-34.616658,-58.41835,42906
Boedo,5.0,-34.632888,-58.417651,42907
Almagro,5.0,-34.607564,-58.416067,42908
Almagro,5.0,-34.607035,-58.416029,42909
Almagro,5.0,-34.612951,-58.414785,42910
Palermo,14.0,-34.577411,-58.414156,42911
Palermo,14.0,-34.578966,-58.413073,42912
Palermo,14.0,-34.591271,-58.412833,42913
Palermo,14.0,-34.584062,-58.412574,42914
Almagro,5.0,-34.600073,-58.412308,42915
Balvanera,3.0,-34.609157,-58.411245,42916
Parque Patricios,4.0,-34.636445,-58.408359,42917
Balvanera,3.0,-34.608579,-58.402566,42918
Recoleta,2.0,-34.596888,-58.402273,42919
Parque Patricios,4.0,-34.641863,-58.402243,42920
Palermo,14.0,-34.578689,-58.39676,42921
Recoleta,2.0,-34.590621,-58.396168,42922
Recoleta,2.0,-34.594857,-58.395839,42923
Recoleta,2.0,-34.591337,-58.394507,42924
Balvanera,3.0,-34.603919,-58.393263,42925
San Nicolás,1.0,-34.599695,-58.392498,42926
San Nicolás,1.0,-34.604335,-58.389894,42927
Recoleta,2.0,-34.591455,-58.389565,42928
Constitución,1.0,-34.630142,-58.387706,42929
Retiro,1.0,-34.596338,-58.387064,42930
Retiro,1.0,-34.597193,-58.387027,42931
Constitución,1.0,-34.626055,-58.385338,42932
Monserrat,1.0,-34.613391,-58.383011,42933
Constitución,1.0,-34.619797,-58.382347,42934
Retiro,1.0,-34.595543,-58.381315,42935
Retiro,1.0,-34.583611,-58.381025,42936
Barracas,4.0,-34.628853,-58.378208,42937
San Nicolás,1.0,-34.602066,-58.376755,42938
Retiro,1.0,-34.598601,-58.376479,42939
Barracas,4.0,-34.636088,-58.375487,42940
Barracas,4.0,-34.634261,-58.373299,42941
San Telmo,1.0,-34.625095,-58.366437,42942
Boca,4.0,-34.63951,-58.364733,42943
Boca,4.0,-34.635835,-58.358695,42944
Liniers,9.0,-34.643823,-58.52843,42945
Versalles,10.0,-34.627522,-58.526815,42946
Versalles,10.0,-34.634261,-58.525575,42947
Villa Devoto,11.0,-34.615407,-58.517586,42948
Monte Castro,10.0,-34.623552,-58.509688,42949
Monte Castro,10.0,-34.621501,-58.505157,42950
Villa Pueyrredón,12.0,-34.582989,-58.503268,42951
Villa Pueyrredón,12.0,-34.586365,-58.503172,42952
Villa Urquiza,12.0,-34.575002,-58.499992,42953
Villa Urquiza,12.0,-34.571524,-58.498481,42954
Vélez Sársfield,10.0,-34.634662,-58.496308,42955
Villa Del Parque,11.0,-34.604302,-58.496235,42956
Villa Urquiza,12.0,-34.569876,-58.495626,42957
Floresta,10.0,-34.619249,-58.494769,42958
Villa Lugano,8.0,-34.671286,-58.494547,42959
Villa Urquiza,12.0,-34.580263,-58.493666,42960
Parque Avellaneda,9.0,-34.644405,-58.493249,42961
Villa Del Parque,11.0,-34.608005,-58.491738,42962
Villa Santa Rita,11.0,-34.617588,-58.49156,42963
Villa Urquiza,12.0,-34.568576,-58.491174,42964
Villa Santa Rita,11.0,-34.615845,-58.490621,42965
Villa Del Parque,11.0,-34.609402,-58.490297,42966
Villa Santa Rita,11.0,-34.617275,-58.490169,42967
Parque Avellaneda,9.0,-34.643199,-58.489717,42968
Villa Urquiza,12.0,-34.566469,-58.486462,42969
Villa Urquiza,12.0,-34.574495,-58.48645,42970
Villa Del Parque,11.0,-34.608716,-58.485982,42971
Villa Santa Rita,11.0,-34.615902,-58.485961,42972
Villa Lugano,8.0,-34.666237,-58.485236,42973
Floresta,10.0,-34.632887,-58.482114,42974
Villa Santa Rita,11.0,-34.616777,-58.48078,42975
Villa Santa Rita,11.0,-34.610442,-58.479661,42976
Saavedra,12.0,-34.544614,-58.477133,42977
Villa Del Parque,11.0,-34.604202,-58.47573,42978
Villa Urquiza,12.0,-34.567376,-58.474425,42979
Flores,7.0,-34.628214,-58.473866,42980
Parque Chas,15.0,-34.584137,-58.473495,42981
Flores,7.0,-34.62565,-58.473178,42982
Parque Avellaneda,9.0,-34.63724,-58.472257,42983
Flores,7.0,-34.627651,-58.471688,42984
Villa Riachuelo,8.0,-34.692772,-58.470135,42985
Nuñez,13.0,-34.550966,-58.469411,42986
Villa Riachuelo,8.0,-34.68981,-58.469039,42987
Flores,7.0,-34.629765,-58.465304,42988
Villa Ortuzar,15.0,-34.577136,-58.464379,42989
Belgrano,13.0,-34.557011,-58.463769,42990
Belgrano,13.0,-34.558025,-58.463364,42991
Flores,7.0,-34.623921,-58.461941,42992
Nuñez,13.0,-34.551036,-58.461598,42993
Belgrano,13.0,-34.562901,-58.460118,42994
Flores,7.0,-34.627575,-58.458713,42995
Caballito,6.0,-34.60893,-58.4583,42996
Belgrano,13.0,-34.5531,-58.455468,42997
Caballito,6.0,-34.610538,-58.454974,42998
Chacarita,15.0,-34.582757,-58.453955,42999
Villa Soldati,8.0,-34.677539,-58.453364,43000
Parque Chacabuco,7.0,-34.630591,-58.450716,43001
Caballito,6.0,-34.624305,-58.450665,43002
Parque Chacabuco,7.0,-34.638578,-58.449217,43003
Villa Soldati,8.0,-34.654505,-58.449162,43004
Villa Soldati,8.0,-34.665723,-58.448961,43005
Chacarita,15.0,-34.588429,-58.446765,43006
Caballito,6.0,-34.610201,-58.446527,43007
Belgrano,13.0,-34.555808,-58.446298,43008
Caballito,6.0,-34.615452,-58.441993,43009
Belgrano,13.0,-34.557606,-58.441967,43010
Villa Crespo,15.0,-34.595686,-58.44154,43011
Caballito,6.0,-34.620169,-58.441284,43012
Parque Chacabuco,7.0,-34.634615,-58.440767,43013
Flores,7.0,-34.64879971,-58.44069916,43014
Villa Crespo,15.0,-34.59429,-58.44061,43015
Caballito,6.0,-34.60654,-58.439749,43016
Villa Crespo,15.0,-34.599646,-58.438914,43017
Parque Chacabuco,7.0,-34.630042,-58.438308,43018
Parque Chacabuco,7.0,-34.635142,-58.437907,43019
Palermo,14.0,-34.567734,-58.436779,43020
Villa Crespo,15.0,-34.595234,-58.436197,43021
Villa Crespo,15.0,-34.601885,-58.436042,43022
Villa Crespo,15.0,-34.595946,-58.435607,43023
Palermo,14.0,-34.589402,-58.435594,43024
Caballito,6.0,-34.608533,-58.434994,43025
Caballito,6.0,-34.603618,-58.433523,43026
Belgrano,13.0,-34.551859,-58.432336,43027
Almagro,5.0,-34.604794,-58.429015,43028
Caballito,6.0,-34.626706,-58.428328,43029
Boedo,5.0,-34.621506,-58.422587,43030
Palermo,14.0,-34.568611,-58.421868,43031
Boedo,5.0,-34.630895,-58.421823,43032
Palermo,14.0,-34.597694,-58.419306,43033
Palermo,14.0,-34.597006,-58.417021,43034
Boedo,5.0,-34.634052,-58.415865,43035
Nueva Pompeya,4.0,-34.642087,-58.415674,43036
Nueva Pompeya,4.0,-34.649665,-58.415649,43037
Almagro,5.0,-34.60706,-58.415023,43038
Palermo,14.0,-34.59415,-58.414528,43039
Nueva Pompeya,4.0,-34.656636,-58.413553,43040
Almagro,5.0,-34.599799,-58.412297,43041
Boedo,5.0,-34.628861,-58.411926,43042
Nueva Pompeya,4.0,-34.648642,-58.410287,43043
Balvanera,3.0,-34.602232,-58.410253,43044
Recoleta,2.0,-34.595519,-58.410011,43045
Balvanera,3.0,-34.605156,-58.409756,43046
San Cristóbal,3.0,-34.628292,-58.407721,43047
Balvanera,3.0,-34.613822,-58.407449,43048
San Cristóbal,3.0,-34.624913,-58.407069,43049
Parque Patricios,4.0,-34.63058,-58.4068,43050
Recoleta,2.0,-34.597908,-58.404563,43051
Parque Patricios,4.0,-34.640488,-58.404258,43052
San Cristóbal,3.0,-34.62047831,-58.4030155,43053
Nueva Pompeya,4.0,-34.658545,-58.402199,43054
Balvanera,3.0,-34.607175,-58.400563,43055
Balvanera,3.0,-34.607138,-58.399318,43056
Balvanera,3.0,-34.607449,-58.399102,43057
Balvanera,3.0,-34.608479,-58.398775,43058
Recoleta,2.0,-34.588016,-58.398361,43059
Parque Patricios,4.0,-34.637822,-58.398042,43060
Balvanera,3.0,-34.612984,-58.395741,43061
San Cristóbal,3.0,-34.623061,-58.395441,43062
Constitución,1.0,-34.620459,-58.39152,43063
Constitución,1.0,-34.624026,-58.390788,43064
Constitución,1.0,-34.627539,-58.384348,43065
Barracas,4.0,-34.636228,-58.376789,43066
Barracas,4.0,-34.642683,-58.3765,43067
Barracas,4.0,-34.637314,-58.376416,43068
San Telmo,1.0,-34.620758,-58.374232,43069
Barracas,4.0,-34.634773,-58.371293,43070
San Nicolás,1.0,-34.599408,-58.371137,43071
Barracas,4.0,-34.641952,-58.368974,43072
Puerto Madero,1.0,-34.621029,-58.365365,43073
Boca,4.0,-34.618433,-58.356536,43074
Villa Real,10.0,-34.623471,-58.528948,43075
Mataderos,9.0,-34.661515,-58.512349,43076
Villa Devoto,11.0,-34.594103,-58.509046,43077
Mataderos,9.0,-34.661332,-58.501653,43078
Villa Luro,10.0,-34.635094,-58.501467,43079
Villa Pueyrredón,12.0,-34.575898,-58.501045,43080
Villa Del Parque,11.0,-34.599085,-58.498372,43081
Mataderos,9.0,-34.671806,-58.497913,43082
Villa Del Parque,11.0,-34.601905,-58.49791,43083
Agronomía,15.0,-34.594046,-58.497108,43084
Villa Del Parque,11.0,-34.603022,-58.495987,43085
Villa Urquiza,12.0,-34.569526,-58.495307,43086
Mataderos,9.0,-34.650565,-58.494443,43087
Agronomía,15.0,-34.594227,-58.493163,43088
Villa Urquiza,12.0,-34.56975,-58.493023,43089
Villa Urquiza,12.0,-34.567074,-58.490826,43090
Saavedra,12.0,-34.555655,-58.490734,43091
Saavedra,12.0,-34.552713,-58.489782,43092
Villa Del Parque,11.0,-34.607457,-58.489128,43093
Villa Urquiza,12.0,-34.578097,-58.488678,43094
Villa Lugano,8.0,-34.670014,-58.487343,43095
Parque Avellaneda,9.0,-34.64996,-58.48618,43096
Villa Santa Rita,11.0,-34.620819,-58.486052,43097
Villa Urquiza,12.0,-34.578317,-58.484324,43098
Saavedra,12.0,-34.553498,-58.482418,43099
Floresta,10.0,-34.631269,-58.479767,43100
Villa Lugano,8.0,-34.661534,-58.478826,43101
Villa Lugano,8.0,-34.677265,-58.478368,43102
Parque Chas,15.0,-34.586454,-58.477412,43103
Villa Lugano,8.0,-34.676306,-58.476474,43104
Floresta,10.0,-34.633941,-58.476039,43105
Floresta,10.0,-34.635984,-58.475319,43106
Villa Lugano,8.0,-34.673222,-58.473315,43107
Villa Gral. Mitre,11.0,-34.604717,-58.469167,43108
Villa Gral. Mitre,11.0,-34.606106,-58.468059,43109
Paternal,15.0,-34.59991,-58.466387,43110
Flores,7.0,-34.625863,-58.4663,43111
Flores,7.0,-34.622866,-58.464361,43112
Paternal,15.0,-34.600616,-58.462888,43113
Belgrano,13.0,-34.569247,-58.461883,43114
Belgrano,13.0,-34.567685,-58.461493,43115
Flores,7.0,-34.63941,-58.460466,43116
Nuñez,13.0,-34.547143,-58.460275,43117
Paternal,15.0,-34.599985,-58.46013,43118
Nuñez,13.0,-34.547001,-58.45991,43119
Flores,7.0,-34.636958,-58.459785,43120
Flores,7.0,-34.626542,-58.45953,43121
Paternal,15.0,-34.597116,-58.459409,43122
Belgrano,13.0,-34.56946,-58.458838,43123
Belgrano,13.0,-34.557985,-58.457237,43124
Villa Soldati,8.0,-34.674349,-58.456803,43125
Belgrano,13.0,-34.552142,-58.456025,43126
Villa Crespo,15.0,-34.603904,-58.455545,43127
Chacarita,15.0,-34.586848,-58.455407,43128
Flores,7.0,-34.627323,-58.453433,43129
Flores,7.0,-34.628163,-58.452799,43130
Chacarita,15.0,-34.592944,-58.449113,43131
Villa Soldati,8.0,-34.66837,-58.446321,43132
Colegiales,13.0,-34.581797,-58.443434,43133
Belgrano,13.0,-34.554065,-58.443289,43134
Colegiales,13.0,-34.57212,-58.443054,43135
Villa Crespo,15.0,-34.603035,-58.441133,43136
Palermo,14.0,-34.585797,-58.440894,43137
Villa Crespo,15.0,-34.60118,-58.440634,43138
Palermo,14.0,-34.581925,-58.439242,43139
Parque Chacabuco,7.0,-34.639871,-58.438856,43140
Villa Crespo,15.0,-34.599698,-58.436813,43141
Belgrano,13.0,-34.553634,-58.436812,43142
Villa Soldati,8.0,-34.660706,-58.434605,43143
Caballito,6.0,-34.622733,-58.431419,43144
Palermo,14.0,-34.579681,-58.430548,43145
Caballito,6.0,-34.61858,-58.42974,43146
Caballito,6.0,-34.619046,-58.428505,43147
Almagro,5.0,-34.621341,-58.426706,43148
Nueva Pompeya,4.0,-34.655191,-58.426647,43149
Palermo,14.0,-34.581017,-58.425857,43150
Palermo,14.0,-34.570514,-58.424283,43151
Boedo,5.0,-34.633861,-58.419334,43152
Almagro,5.0,-34.607673,-58.418662,43153
Almagro,5.0,-34.61305,-58.417551,43154
Almagro,5.0,-34.617255,-58.416184,43155
Boedo,5.0,-34.636359,-58.416097,43156
Nueva Pompeya,4.0,-34.650895,-58.412869,43157
Balvanera,3.0,-34.611802,-58.411457,43158
Palermo,14.0,-34.580545,-58.410299,43159
Balvanera,3.0,-34.603511,-58.409216,43160
San Cristóbal,3.0,-34.627375,-58.408355,43161
Balvanera,3.0,-34.611095,-58.407487,43162
Recoleta,2.0,-34.590692,-58.407232,43163
Balvanera,3.0,-34.602266,-58.406129,43164
Balvanera,3.0,-34.599723,-58.406071,43165
Palermo,14.0,-34.581197,-58.406048,43166
Palermo,14.0,-34.582936,-58.404892,43167
San Cristóbal,3.0,-34.622352,-58.402175,43168
Balvanera,3.0,-34.614475,-58.400787,43169
San Cristóbal,3.0,-34.62013,-58.399846,43170
San Cristóbal,3.0,-34.620847,-58.399604,43171
Balvanera,3.0,-34.610802,-58.399063,43172
Recoleta,2.0,-34.592979,-58.395534,43173
Recoleta,2.0,-34.598307,-58.391727,43174
San Nicolás,1.0,-34.60392,-58.390788,43175
Recoleta,2.0,-34.59427,-58.390066,43176
Constitución,1.0,-34.619878,-58.384899,43177
Constitución,1.0,-34.62473,-58.383863,43178
Monserrat,1.0,-34.611373,-58.379109,43179
Monserrat,1.0,-34.617036,-58.377504,43180
Retiro,1.0,-34.584076,-58.376284,43181
San Telmo,1.0,-34.626639,-58.373011,43182
San Telmo,1.0,-34.616414,-58.371829,43183
Boca,4.0,-34.6298,-58.36957,43184
Boca,4.0,-34.637352,-58.369065,43185
Boca,4.0,-34.633499,-58.368473,43186
Boca,4.0,-34.635305,-58.364019,43187
Versalles,10.0,-34.633951,-58.52474,43188
Liniers,9.0,-34.641794,-58.524655,43189
Liniers,9.0,-34.639211,-58.51787,43190
Villa Devoto,11.0,-34.591582,-58.515867,43191
Villa Devoto,11.0,-34.616592,-58.514591,43192
Monte Castro,10.0,-34.622031,-58.514475,43193
Liniers,9.0,-34.642616,-58.513329,43194
Villa Pueyrredón,12.0,-34.578398,-58.503325,43195
Villa Del Parque,11.0,-34.600032,-58.502187,43196
Villa Urquiza,12.0,-34.571633,-58.501916,43197
Vélez Sársfield,10.0,-34.629512,-58.501886,43198
Mataderos,9.0,-34.654337,-58.501417,43199
Saavedra,12.0,-34.564318,-58.501301,43200
Saavedra,12.0,-34.563314,-58.501125,43201
Villa Del Parque,11.0,-34.603142,-58.499741,43202
Villa Urquiza,12.0,-34.571446,-58.498845,43203
Vélez Sársfield,10.0,-34.628019,-58.498096,43204
Saavedra,12.0,-34.548609,-58.495669,43205
Mataderos,9.0,-34.652026,-58.494345,43206
Villa Del Parque,11.0,-34.600895,-58.493717,43207
Villa Urquiza,12.0,-34.566048,-58.491616,43208
Agronomía,15.0,-34.589626,-58.490269,43209
Villa Urquiza,12.0,-34.565947,-58.489812,43210
Villa Urquiza,12.0,-34.570294,-58.489162,43211
Floresta,10.0,-34.627445,-58.48883,43212
Villa Lugano,8.0,-34.671023,-58.488352,43213
Villa Del Parque,11.0,-34.598458,-58.48819,43214
Villa Del Parque,11.0,-34.60177,-58.487512,43215
Villa Lugano,8.0,-34.671581,-58.486004,43216
Vélez Sársfield,10.0,-34.634092,-58.483579,43217
Coghlan,12.0,-34.557987,-58.481536,43218
Parque Avellaneda,9.0,-34.640456,-58.480917,43219
Coghlan,12.0,-34.557335,-58.480266,43220
Villa Lugano,8.0,-34.67769,-58.479053,43221
Parque Avellaneda,9.0,-34.655329,-58.478155,43222
Floresta,10.0,-34.63696,-58.477193,43223
Villa Urquiza,12.0,-34.568161,-58.475751,43224
Flores,7.0,-34.627005,-58.475624,43225
Parque Avellaneda,9.0,-34.657641,-58.475266,43226
Parque Avellaneda,9.0,-34.655562,-58.474819,43227
Floresta,10.0,-34.628976,-58.474818,43228
Parque Avellaneda,9.0,-34.653135,-58.474735,43229
Villa Santa Rita,11.0,-34.615979,-58.474245,43230
Villa Urquiza,12.0,-34.567702,-58.474058,43231
Villa Lugano,8.0,-34.664234,-58.473765,43232
Flores,7.0,-34.631929,-58.473279,43233
Villa Riachuelo,8.0,-34.686731,-58.473195,43234
Flores,7.0,-34.624202,-58.472819,43235
Flores,7.0,-34.624288,-58.472621,43236
Villa Lugano,8.0,-34.667023,-58.471942,43237
Nuñez,13.0,-34.554273,-58.471859,43238
Flores,7.0,-34.62742,-58.471104,43239
Belgrano,13.0,-34.566389,-58.470364,43240
Villa Gral. Mitre,11.0,-34.606826,-58.469653,43241
Flores,7.0,-34.631499,-58.469169,43242
Nuñez,13.0,-34.546444,-58.467254,43243
Nuñez,13.0,-34.538596,-58.46582,43244
Nuñez,13.0,-34.538298,-58.46531,43245
Nuñez,13.0,-34.540159,-58.464326,43246
Belgrano,13.0,-34.558904,-58.463501,43247
Nuñez,13.0,-34.543504,-58.461725,43248
Flores,7.0,-34.635521,-58.461427,43249
Paternal,15.0,-34.602439,-58.460952,43250
Flores,7.0,-34.637087,-58.45998,43251
Colegiales,13.0,-34.573788,-58.459777,43252
Flores,7.0,-34.616659,-58.459547,43253
Flores,7.0,-34.628942,-58.459365,43254
Chacarita,15.0,-34.581925,-58.458305,43255
Flores,7.0,-34.628714,-58.458016,43256
Colegiales,13.0,-34.575894,-58.457801,43257
Belgrano,13.0,-34.561084,-58.457509,43258
Belgrano,13.0,-34.559664,-58.457278,43259
Flores,7.0,-34.620425,-58.456506,43260
Flores,7.0,-34.638547,-58.455321,43261
Caballito,6.0,-34.617744,-58.454221,43262
Villa Soldati,8.0,-34.658733,-58.454089,43263
Colegiales,13.0,-34.568567,-58.453478,43264
Chacarita,15.0,-34.586745,-58.453418,43265
Belgrano,13.0,-34.564647,-58.453014,43266
Belgrano,13.0,-34.566296,-58.45272,43267
Colegiales,13.0,-34.57529,-58.452683,43268
Belgrano,13.0,-34.54978,-58.451795,43269
Belgrano,13.0,-34.554805,-58.44687,43270
Villa Crespo,15.0,-34.600393,-58.44392,43271
Villa Soldati,8.0,-34.656871,-58.443736,43272
Flores,7.0,-34.650045,-58.44313,43273
Villa Soldati,8.0,-34.666766,-58.440949,43274
Parque Chacabuco,7.0,-34.63557,-58.440509,43275
Palermo,14.0,-34.573964,-58.438977,43276
Parque Chacabuco,7.0,-34.634009,-58.438768,43277
Belgrano,13.0,-34.550657,-58.437568,43278
Villa Crespo,15.0,-34.599733,-58.43249,43279
Villa Crespo,15.0,-34.593762,-58.432332,43280
Palermo,14.0,-34.57882,-58.431834,43281
Palermo,14.0,-34.568154,-58.431262,43282
Caballito,6.0,-34.621451,-58.429302,43283
Parque Chacabuco,7.0,-34.631505,-58.428697,43284
Palermo,14.0,-34.579311,-58.427641,43285
Nueva Pompeya,4.0,-34.643995,-58.427192,43286
Palermo,14.0,-34.57837,-58.42619,43287
Almagro,5.0,-34.599777,-58.423715,43288
Palermo,14.0,-34.596432,-58.423227,43289
Palermo,14.0,-34.567952,-58.421472,43290
Almagro,5.0,-34.609619,-58.419074,43291
Boedo,5.0,-34.634334,-58.418502,43292
Almagro,5.0,-34.601324,-58.416807,43293
Boedo,5.0,-34.631961,-58.416088,43294
Palermo,14.0,-34.596096,-58.415323,43295
Almagro,5.0,-34.613555,-58.414581,43296
Boedo,5.0,-34.621778,-58.413661,43297
